xconcept1;concept2;size of concept1;size of concept2;confidence
налог на прибыль;совет директоров;6;25;0.8333
налог на прибыль;российское законодательство;6;36;1.0000
налог на прибыль;исполнительная власть;6;25;0.8333
налог на прибыль;исполнительный директор;6;31;0.8333
налог на прибыль;страховая компания;6;36;1.0000
доллар;компания;6;37;0.8333
доллар;строительство;6;30;0.8333
доллар;российское правительство;6;38;0.8333
доллар;российская компания;6;38;1.0000
доллар;начало года;6;19;0.8333
доллар;аналитик компании;6;34;0.8333
доллар;украинское правительство;6;31;0.8333
доллар;аналитическое управление;6;38;0.8333
доллар;правительство РФ;6;33;1.0000
доллар;Российская Федерация;6;31;0.8333
доллар;иностранная компания;6;39;1.0000
доллар;дополнительное средство;6;37;0.8333
доллар;российский банк;6;29;0.8333
доллар;российский производитель;6;36;0.8333
доллар;правительство;6;35;1.0000
доллар;официальный представитель;6;42;1.0000
доллар;российское законодательство;6;36;0.8333
доллар;страховая компания;6;36;0.8333
иностранная валюта;строительство;7;30;1.0000
иностранная валюта;российская сторона;7;27;0.8571
иностранная валюта;российское правительство;7;38;1.0000
иностранная валюта;российская компания;7;38;0.8571
иностранная валюта;иностранный инвестор;7;20;1.0000
иностранная валюта;российский бюджет;7;30;0.8571
иностранная валюта;иностранный банк;7;13;1.0000
иностранная валюта;украинское правительство;7;31;0.8571
иностранная валюта;заместитель министра;7;20;0.8571
иностранная валюта;аналитическое управление;7;38;0.8571
иностранная валюта;российская власть;7;27;0.8571
иностранная валюта;правительство РФ;7;33;1.0000
иностранная валюта;Российская Федерация;7;31;0.8571
иностранная валюта;иностранная компания;7;39;1.0000
иностранная валюта;российский банк;7;29;0.8571
иностранная валюта;российский производитель;7;36;1.0000
иностранная валюта;правительство;7;35;1.0000
иностранная валюта;официальный представитель;7;42;1.0000
иностранная валюта;российское законодательство;7;36;1.0000
иностранная валюта;российский бизнес;7;28;0.8571
иностранная валюта;страховая компания;7;36;0.8571
крупная компания;компания;30;37;1.0000
крупная компания;российское правительство;30;38;0.8667
крупная компания;российская компания;30;38;0.9000
крупная компания;управляющая компания;30;33;0.9667
крупная компания;аналитик компании;30;34;0.9000
крупная компания;аналитическое управление;30;38;0.8667
крупная компания;иностранная компания;30;39;0.9667
крупная компания;дополнительное средство;30;37;0.8333
крупная компания;российский производитель;30;36;0.8333
крупная компания;официальный представитель;30;42;0.9333
крупная компания;российское законодательство;30;36;0.8333
крупная компания;страховая компания;30;36;0.9333
потребительское кредитование;потребительский кредит;13;14;0.9231
потребительское кредитование;компания;13;37;0.8462
потребительское кредитование;российское правительство;13;38;0.9231
потребительское кредитование;российская компания;13;38;0.9231
потребительское кредитование;аналитик компании;13;34;0.8462
потребительское кредитование;потребительская цена;13;13;0.8462
потребительское кредитование;аналитическое управление;13;38;0.8462
потребительское кредитование;собственное средство;13;34;0.8462
потребительское кредитование;правительство РФ;13;33;0.8462
потребительское кредитование;иностранная компания;13;39;0.8462
потребительское кредитование;дополнительное средство;13;37;0.9231
потребительское кредитование;правительство;13;35;0.8462
потребительское кредитование;официальный представитель;13;42;0.9231
потребительское кредитование;российское законодательство;13;36;0.8462
потребительское кредитование;потребительский спрос;13;12;0.8462
потребительское кредитование;страховая компания;13;36;0.8462
федеральный закон;компания;24;37;0.8333
федеральный закон;российское правительство;24;38;0.9167
федеральный закон;российская компания;24;38;0.9167
федеральный закон;правительство РФ;24;33;0.8333
федеральный закон;иностранная компания;24;39;0.9167
федеральный закон;дополнительное средство;24;37;1.0000
федеральный закон;правительство;24;35;0.9167
федеральный закон;официальный представитель;24;42;0.9583
федеральный закон;российское законодательство;24;36;0.8750
федеральный закон;исполнительная власть;24;25;0.8750
федеральный закон;исполнительный директор;24;31;0.8333
правительство;компания;35;37;0.8286
правительство;строительство;35;30;0.8571
правительство;российское правительство;35;38;0.9143
правительство;российская компания;35;38;0.8857
правительство;украинское правительство;35;31;0.8000
правительство;аналитическое управление;35;38;0.8571
правительство;правительство РФ;35;33;0.9429
правительство;иностранная компания;35;39;0.9143
правительство;дополнительное средство;35;37;0.9143
правительство;российский производитель;35;36;0.8000
правительство;официальный представитель;35;42;0.9714
правительство;российское законодательство;35;36;0.8857
правительство;страховая компания;35;36;0.8286
официальный представитель;компания;42;37;0.8333
официальный представитель;российское правительство;42;38;0.8571
официальный представитель;российская компания;42;38;0.8810
официальный представитель;аналитическое управление;42;38;0.8571
официальный представитель;иностранная компания;42;39;0.8810
официальный представитель;дополнительное средство;42;37;0.8333
официальный представитель;российский производитель;42;36;0.8333
официальный представитель;правительство;42;35;0.8095
официальный представитель;российское законодательство;42;36;0.8095
официальный представитель;страховая компания;42;36;0.8333
территория Украины;компания;10;37;0.8000
территория Украины;строительство;10;30;0.8000
территория Украины;российское правительство;10;38;0.9000
территория Украины;национальная валюта;10;24;0.8000
территория Украины;российская компания;10;38;0.9000
территория Украины;окончательное решение;10;26;0.9000
территория Украины;региональный бюджет;10;23;0.8000
территория Украины;уголовная ответственность;10;29;0.8000
территория Украины;российский бюджет;10;30;0.8000
территория Украины;аналитик компании;10;34;0.8000
территория Украины;территория России;10;12;0.9000
территория Украины;украинское правительство;10;31;1.0000
территория Украины;заместитель министра;10;20;0.8000
территория Украины;аналитическое управление;10;38;0.8000
территория Украины;правительство РФ;10;33;0.9000
территория Украины;национальная экономика;10;26;0.9000
территория Украины;Российская Федерация;10;31;0.8000
территория Украины;иностранная компания;10;39;0.8000
территория Украины;дополнительное средство;10;37;0.8000
территория Украины;Следственный комитет;10;31;0.8000
территория Украины;российский производитель;10;36;0.9000
территория Украины;правительство;10;35;0.9000
территория Украины;официальный представитель;10;42;1.0000
территория Украины;российское законодательство;10;36;0.9000
территория Украины;российский бизнес;10;28;0.8000
территория Украины;страховая компания;10;36;0.8000
регулятор;строительство;9;30;0.8889
регулятор;российское правительство;9;38;0.8889
регулятор;российская компания;9;38;0.8889
регулятор;украинское правительство;9;31;0.8889
регулятор;аналитическое управление;9;38;0.8889
регулятор;собственное средство;9;34;0.8889
регулятор;правительство РФ;9;33;1.0000
регулятор;Российская Федерация;9;31;0.8889
регулятор;дополнительное средство;9;37;1.0000
регулятор;правительство;9;35;1.0000
регулятор;официальный представитель;9;42;1.0000
регулятор;российское законодательство;9;36;0.8889
экономическое развитие;компания;22;37;0.9091
экономическое развитие;российское правительство;22;38;0.9091
экономическое развитие;российская компания;22;38;0.8182
экономическое развитие;управляющая компания;22;33;0.8636
экономическое развитие;экономическая ситуация;22;26;0.8182
экономическое развитие;аналитик компании;22;34;0.8636
экономическое развитие;аналитическое управление;22;38;0.9545
экономическое развитие;собственное средство;22;34;0.8182
экономическое развитие;иностранная компания;22;39;0.9545
экономическое развитие;дополнительное средство;22;37;0.8636
экономическое развитие;Следственный комитет;22;31;0.8182
экономическое развитие;правительство;22;35;0.8182
экономическое развитие;официальный представитель;22;42;0.9091
экономическое развитие;социально-экономическое развитие;22;22;0.8636
экономическое развитие;российское законодательство;22;36;0.9091
экономическое развитие;исполнительный директор;22;31;0.8182
экономическое развитие;страховая компания;22;36;0.8636
значительная часть;российское правительство;18;38;0.8889
значительная часть;российская компания;18;38;0.8333
значительная часть;генеральный директор;18;26;0.8333
значительная часть;аналитическое управление;18;38;0.8333
значительная часть;правительство РФ;18;33;0.8333
значительная часть;иностранная компания;18;39;0.8889
значительная часть;дополнительное средство;18;37;0.9444
значительная часть;Следственный комитет;18;31;0.8333
значительная часть;правительство;18;35;0.8889
значительная часть;официальный представитель;18;42;0.9444
значительная часть;российское законодательство;18;36;0.8333
значительная часть;исполнительная власть;18;25;0.8333
значительная часть;исполнительный директор;18;31;0.8889
украинский банк;украинская сторона;11;12;0.9091
украинский банк;российская сторона;11;27;0.8182
украинский банк;российский газ;11;27;0.8182
украинский банк;российское правительство;11;38;0.9091
украинский банк;российская компания;11;38;0.9091
украинский банк;украинская экономика;11;15;0.9091
украинский банк;украинский кризис;11;10;0.9091
украинский банк;российский рынок;11;25;0.8182
украинский банк;российский бюджет;11;30;0.8182
украинский банк;российская экономика;11;25;0.8182
украинский банк;Украина;11;13;0.9091
украинский банк;украинское правительство;11;31;1.0000
украинский банк;аналитическое управление;11;38;0.9091
украинский банк;российская власть;11;27;0.8182
украинский банк;правительство РФ;11;33;0.8182
украинский банк;Российская Федерация;11;31;0.8182
украинский банк;иностранная компания;11;39;0.8182
украинский банк;дополнительное средство;11;37;0.9091
украинский банк;российский банк;11;29;0.9091
украинский банк;российский производитель;11;36;0.8182
украинский банк;правительство;11;35;0.8182
украинский банк;официальный представитель;11;42;1.0000
украинский банк;украинская власть;11;10;0.9091
украинский банк;российское законодательство;11;36;0.9091
украинский банк;российский бизнес;11;28;0.8182
должностное лицо;компания;8;37;1.0000
должностное лицо;российское правительство;8;38;1.0000
должностное лицо;российская компания;8;38;0.8750
должностное лицо;управляющая компания;8;33;1.0000
должностное лицо;интеллектуальная собственность;8;29;1.0000
должностное лицо;аналитик компании;8;34;0.8750
должностное лицо;заместитель министра;8;20;0.8750
должностное лицо;аналитическое управление;8;38;0.8750
должностное лицо;собственное средство;8;34;1.0000
должностное лицо;министр;8;19;0.8750
должностное лицо;иностранная компания;8;39;0.8750
должностное лицо;дополнительное средство;8;37;1.0000
должностное лицо;Следственный комитет;8;31;0.8750
должностное лицо;официальный представитель;8;42;0.8750
должностное лицо;российское законодательство;8;36;0.8750
должностное лицо;исполнительная власть;8;25;0.8750
заместитель главы;компания;7;37;0.8571
заместитель главы;строительство;7;30;0.8571
заместитель главы;российское правительство;7;38;0.8571
заместитель главы;российская компания;7;38;0.8571
заместитель главы;окончательное решение;7;26;0.8571
заместитель главы;региональный бюджет;7;23;0.8571
заместитель главы;уголовная ответственность;7;29;0.8571
заместитель главы;управляющая компания;7;33;0.8571
заместитель главы;российский бюджет;7;30;0.8571
заместитель главы;аналитик компании;7;34;0.8571
заместитель главы;эксперт;7;26;0.8571
заместитель главы;украинское правительство;7;31;1.0000
заместитель главы;заместитель министра;7;20;0.8571
заместитель главы;аналитическое управление;7;38;0.8571
заместитель главы;правительство РФ;7;33;0.8571
заместитель главы;иностранная компания;7;39;0.8571
заместитель главы;российский производитель;7;36;0.8571
заместитель главы;правительство;7;35;0.8571
заместитель главы;официальный представитель;7;42;1.0000
заместитель главы;российское законодательство;7;36;0.8571
заместитель главы;страховая компания;7;36;0.8571
совет директоров;компания;25;37;0.8800
совет директоров;российское правительство;25;38;0.8400
совет директоров;российская компания;25;38;0.8800
совет директоров;аналитик компании;25;34;0.8000
совет директоров;генеральный директор;25;26;1.0000
совет директоров;аналитическое управление;25;38;0.8800
совет директоров;собственное средство;25;34;0.8400
совет директоров;иностранная компания;25;39;0.9200
совет директоров;дополнительное средство;25;37;0.8800
совет директоров;Следственный комитет;25;31;0.8800
совет директоров;правительство;25;35;0.8400
совет директоров;официальный представитель;25;42;0.9600
совет директоров;российское законодательство;25;36;0.8000
совет директоров;исполнительный директор;25;31;0.9600
совет директоров;страховая компания;25;36;0.8400
социально-экономическое развитие;компания;22;37;0.9091
социально-экономическое развитие;российское правительство;22;38;0.9091
социально-экономическое развитие;российская компания;22;38;0.8182
социально-экономическое развитие;управляющая компания;22;33;0.8182
социально-экономическое развитие;аналитик компании;22;34;0.8636
социально-экономическое развитие;украинское правительство;22;31;0.8182
социально-экономическое развитие;аналитическое управление;22;38;0.9545
социально-экономическое развитие;иностранная компания;22;39;0.9545
социально-экономическое развитие;дополнительное средство;22;37;0.8182
социально-экономическое развитие;правительство;22;35;0.8182
социально-экономическое развитие;официальный представитель;22;42;0.9091
социально-экономическое развитие;экономическое развитие;22;22;0.8636
социально-экономическое развитие;российское законодательство;22;36;0.9091
социально-экономическое развитие;страховая компания;22;36;0.8636
новый проект;компания;15;37;0.8667
новый проект;строительство;15;30;0.8000
новый проект;российское правительство;15;38;1.0000
новый проект;российская компания;15;38;0.8667
новый проект;управляющая компания;15;33;0.8667
новый проект;законопроект;15;20;1.0000
новый проект;аналитик компании;15;34;0.8000
новый проект;аналитическое управление;15;38;0.8667
новый проект;собственное средство;15;34;0.8000
новый проект;правительство РФ;15;33;0.8000
новый проект;иностранная компания;15;39;0.8667
новый проект;дополнительное средство;15;37;0.8667
новый проект;проект постановления;15;26;0.8667
новый проект;российский производитель;15;36;0.8000
новый проект;правительство;15;35;0.8000
новый проект;официальный представитель;15;42;0.9333
новый проект;российское законодательство;15;36;0.9333
экономическая санкция;компания;18;37;0.8889
экономическая санкция;российское правительство;18;38;0.9444
экономическая санкция;российская компания;18;38;0.8889
экономическая санкция;особая экономическая зона;18;15;0.8333
экономическая санкция;управляющая компания;18;33;0.8333
экономическая санкция;экономическая ситуация;18;26;1.0000
экономическая санкция;экономический рост;18;17;0.8333
экономическая санкция;аналитик компании;18;34;0.8333
экономическая санкция;экономическая политика;18;18;0.8333
экономическая санкция;аналитическое управление;18;38;0.9444
экономическая санкция;правительство РФ;18;33;0.8333
экономическая санкция;иностранная компания;18;39;0.9444
экономическая санкция;дополнительное средство;18;37;0.8889
экономическая санкция;Следственный комитет;18;31;0.8333
экономическая санкция;российский производитель;18;36;0.8889
экономическая санкция;правительство;18;35;0.8889
экономическая санкция;официальный представитель;18;42;1.0000
экономическая санкция;экономическое развитие;18;22;0.9444
экономическая санкция;российское законодательство;18;36;0.9444
экономическая санкция;исполнительный директор;18;31;0.8333
экономическая санкция;страховая компания;18;36;0.8889
федеральная целевая программа;компания;21;37;0.8571
федеральная целевая программа;российское правительство;21;38;0.9048
федеральная целевая программа;российская компания;21;38;0.9048
федеральная целевая программа;аналитическое управление;21;38;0.8571
федеральная целевая программа;собственное средство;21;34;0.8095
федеральная целевая программа;федеральный бюджет;21;23;0.8571
федеральная целевая программа;правительство РФ;21;33;0.8095
федеральная целевая программа;иностранная компания;21;39;0.9048
федеральная целевая программа;дополнительное средство;21;37;1.0000
федеральная целевая программа;Следственный комитет;21;31;0.8095
федеральная целевая программа;федеральный закон;21;24;0.8571
федеральная целевая программа;правительство;21;35;0.9048
федеральная целевая программа;официальный представитель;21;42;0.9524
федеральная целевая программа;российское законодательство;21;36;0.8571
федеральная целевая программа;исполнительный директор;21;31;0.8571
украинская власть;российский рубль;10;26;0.8000
украинская власть;украинская сторона;10;12;1.0000
украинская власть;российская сторона;10;27;0.9000
украинская власть;российский газ;10;27;0.9000
украинская власть;российская валюта;10;25;0.8000
украинская власть;российское правительство;10;38;0.9000
украинская власть;российская компания;10;38;0.9000
украинская власть;украинская экономика;10;15;1.0000
украинская власть;уголовная ответственность;10;29;0.8000
украинская власть;украинский кризис;10;10;1.0000
украинская власть;российский рынок;10;25;0.9000
украинская власть;российский бюджет;10;30;0.9000
украинская власть;российская экономика;10;25;0.9000
украинская власть;Украина;10;13;1.0000
украинская власть;украинское правительство;10;31;1.0000
украинская власть;аналитическое управление;10;38;0.9000
украинская власть;российская власть;10;27;0.9000
украинская власть;правительство РФ;10;33;0.8000
украинская власть;Российская Федерация;10;31;0.8000
украинская власть;иностранная компания;10;39;0.8000
украинская власть;дополнительное средство;10;37;0.9000
украинская власть;российский банк;10;29;0.9000
украинская власть;российский производитель;10;36;0.9000
украинская власть;правительство;10;35;0.8000
украинская власть;официальный представитель;10;42;1.0000
украинская власть;украинский банк;10;11;1.0000
украинская власть;российское законодательство;10;36;0.9000
украинская власть;российский бизнес;10;28;0.9000
участник рынка;компания;11;37;0.9091
участник рынка;российское правительство;11;38;1.0000
участник рынка;российская компания;11;38;0.9091
участник рынка;особая экономическая зона;11;15;0.8182
участник рынка;управляющая компания;11;33;0.8182
участник рынка;экономическая ситуация;11;26;0.8182
участник рынка;российский бюджет;11;30;0.8182
участник рынка;экономический рост;11;17;0.8182
участник рынка;аналитик компании;11;34;0.9091
участник рынка;украинское правительство;11;31;0.9091
участник рынка;экономическая политика;11;18;0.8182
участник рынка;аналитическое управление;11;38;0.9091
участник рынка;правительство РФ;11;33;0.8182
участник рынка;национальная экономика;11;26;0.8182
участник рынка;Российская Федерация;11;31;0.8182
участник рынка;иностранная компания;11;39;1.0000
участник рынка;дополнительное средство;11;37;1.0000
участник рынка;российский производитель;11;36;0.8182
участник рынка;крупная компания;11;30;0.9091
участник рынка;правительство;11;35;0.9091
участник рынка;официальный представитель;11;42;1.0000
участник рынка;экономическое развитие;11;22;0.8182
участник рынка;экономическая санкция;11;18;0.8182
участник рынка;российское законодательство;11;36;1.0000
участник рынка;страховая компания;11;36;0.9091
ивестиция;компания;14;37;0.8571
ивестиция;российское правительство;14;38;0.8571
ивестиция;российская компания;14;38;0.8571
ивестиция;инвестиционный климат;14;15;0.8571
ивестиция;инвестор;14;17;0.8571
ивестиция;аналитик компании;14;34;0.8571
ивестиция;аналитическое управление;14;38;0.9286
ивестиция;иностранная компания;14;39;0.8571
ивестиция;дополнительное средство;14;37;0.8571
ивестиция;Следственный комитет;14;31;0.8571
ивестиция;официальный представитель;14;42;1.0000
газотранспортная система;компания;7;37;0.8571
газотранспортная система;строительство;7;30;0.8571
газотранспортная система;российское правительство;7;38;0.8571
газотранспортная система;российская компания;7;38;0.8571
газотранспортная система;уголовная ответственность;7;29;1.0000
газотранспортная система;управляющая компания;7;33;0.8571
газотранспортная система;интеллектуальная собственность;7;29;0.8571
газотранспортная система;аналитическое управление;7;38;1.0000
газотранспортная система;правительство РФ;7;33;0.8571
газотранспортная система;иностранная компания;7;39;1.0000
газотранспортная система;дополнительное средство;7;37;0.8571
газотранспортная система;национальная платежная система;7;19;0.8571
газотранспортная система;российский производитель;7;36;0.8571
газотранспортная система;правительство;7;35;1.0000
газотранспортная система;официальный представитель;7;42;1.0000
газотранспортная система;российское законодательство;7;36;0.8571
газотранспортная система;страховая компания;7;36;1.0000
банк;банковский сектор;6;13;1.0000
банк;финансовый рынок;6;14;0.8333
банк;строительство;6;30;1.0000
банк;банковская система;6;14;1.0000
банк;денежное средство;6;18;0.8333
банк;правоохранительный орган;6;24;0.8333
банк;российское правительство;6;38;1.0000
банк;российская компания;6;38;1.0000
банк;иностранный инвестор;6;20;0.8333
банк;уголовная ответственность;6;29;0.8333
банк;экономическая ситуация;6;26;0.8333
банк;начало года;6;19;0.8333
банк;российский бюджет;6;30;0.8333
банк;интеллектуальная собственность;6;29;0.8333
банк;кредит;6;12;0.8333
банк;коммерческий банк;6;13;0.8333
банк;иностранный банк;6;13;1.0000
банк;украинское правительство;6;31;0.8333
банк;Банк России;6;12;0.8333
банк;банк России;6;12;0.8333
банк;аналитическое управление;6;38;1.0000
банк;собственное средство;6;34;1.0000
банк;российская власть;6;27;0.8333
банк;правительство РФ;6;33;1.0000
банк;Российская Федерация;6;31;1.0000
банк;финансовая помощь;6;14;0.8333
банк;иностранная компания;6;39;0.8333
банк;дополнительное средство;6;37;1.0000
банк;клиент;6;11;1.0000
банк;Следственный комитет;6;31;0.8333
банк;проект постановления;6;26;0.8333
банк;кредитная организация;6;18;1.0000
банк;министр финансов;6;16;0.8333
банк;российский банк;6;29;1.0000
банк;российский производитель;6;36;0.8333
банк;федеральный закон;6;24;0.8333
банк;правительство;6;35;1.0000
банк;официальный представитель;6;42;1.0000
банк;федеральная целевая программа;6;21;0.8333
банк;российское законодательство;6;36;1.0000
банк;исполнительная власть;6;25;1.0000
банк;исполнительный директор;6;31;1.0000
банк;течение года;6;22;0.8333
банк;финансовая система;6;15;0.8333
Совет Федерации;Федеральная антимонопольная служба;16;18;0.9375
Совет Федерации;компания;16;37;0.9375
Совет Федерации;российское правительство;16;38;0.8750
Совет Федерации;российская компания;16;38;0.9375
Совет Федерации;управляющая компания;16;33;0.8125
Совет Федерации;аналитик компании;16;34;0.8125
Совет Федерации;Федеральная налоговая служба;16;17;0.9375
Совет Федерации;аналитическое управление;16;38;0.8125
Совет Федерации;собственное средство;16;34;0.8125
Совет Федерации;федеральный бюджет;16;23;0.9375
Совет Федерации;правительство РФ;16;33;0.8125
Совет Федерации;Российская Федерация;16;31;0.8125
Совет Федерации;иностранная компания;16;39;1.0000
Совет Федерации;дополнительное средство;16;37;1.0000
Совет Федерации;федеральный закон;16;24;1.0000
Совет Федерации;правительство;16;35;0.9375
Совет Федерации;официальный представитель;16;42;0.9375
Совет Федерации;федеральная целевая программа;16;21;0.9375
Совет Федерации;российское законодательство;16;36;0.8750
Совет Федерации;исполнительная власть;16;25;0.8125
Совет Федерации;исполнительный директор;16;31;0.8125
Совет Федерации;страховая компания;16;36;0.8750
российское законодательство;компания;36;37;0.8333
российское законодательство;строительство;36;30;0.8056
российское законодательство;российское правительство;36;38;1.0000
российское законодательство;российская компания;36;38;0.9167
российское законодательство;российский бюджет;36;30;0.8056
российское законодательство;аналитик компании;36;34;0.8056
российское законодательство;украинское правительство;36;31;0.8056
российское законодательство;аналитическое управление;36;38;0.8889
российское законодательство;собственное средство;36;34;0.8056
российское законодательство;правительство РФ;36;33;0.8333
российское законодательство;Российская Федерация;36;31;0.8333
российское законодательство;иностранная компания;36;39;0.9167
российское законодательство;дополнительное средство;36;37;0.8889
российское законодательство;российский производитель;36;36;0.8611
российское законодательство;правительство;36;35;0.8611
российское законодательство;официальный представитель;36;42;0.9444
российское законодательство;страховая компания;36;36;0.8333
исполнительная власть;компания;25;37;0.8000
исполнительная власть;российское правительство;25;38;0.9200
исполнительная власть;российская компания;25;38;0.9200
исполнительная власть;аналитическое управление;25;38;0.8400
исполнительная власть;собственное средство;25;34;0.8400
исполнительная власть;правительство РФ;25;33;0.8400
исполнительная власть;иностранная компания;25;39;0.8800
исполнительная власть;дополнительное средство;25;37;1.0000
исполнительная власть;Следственный комитет;25;31;0.8000
исполнительная власть;федеральный закон;25;24;0.8400
исполнительная власть;правительство;25;35;0.9200
исполнительная власть;официальный представитель;25;42;0.9600
исполнительная власть;российское законодательство;25;36;0.8800
исполнительная власть;исполнительный директор;25;31;0.9600
Общественная палата;российское правительство;20;38;0.9000
Общественная палата;российская компания;20;38;0.8500
Общественная палата;уголовная ответственность;20;29;0.8000
Общественная палата;интеллектуальная собственность;20;29;0.8000
Общественная палата;аналитическое управление;20;38;0.9000
Общественная палата;собственное средство;20;34;0.9000
Общественная палата;дополнительное средство;20;37;0.9500
Общественная палата;Следственный комитет;20;31;0.8500
Общественная палата;российский производитель;20;36;0.8000
Общественная палата;правительство;20;35;0.8500
Общественная палата;официальный представитель;20;42;0.9500
Общественная палата;российское законодательство;20;36;0.8000
Общественная палата;исполнительный директор;20;31;0.8000
поставка газа;строительство;6;30;0.8333
поставка газа;российская сторона;6;27;0.8333
поставка газа;российский газ;6;27;0.8333
поставка газа;российское правительство;6;38;1.0000
поставка газа;российская компания;6;38;1.0000
поставка газа;окончательное решение;6;26;1.0000
поставка газа;уголовная ответственность;6;29;0.8333
поставка газа;экономическая ситуация;6;26;0.8333
поставка газа;российский рынок;6;25;0.8333
поставка газа;российский бюджет;6;30;0.8333
поставка газа;российская экономика;6;25;0.8333
поставка газа;украинское правительство;6;31;0.8333
поставка газа;аналитическое управление;6;38;0.8333
